x,y,z,r,g,b
104,134,0.2719156,41,59,124
105,134,0.30268517,1,23,104
106,134,0.33248928,1,24,117
107,134,0.36231464,17,40,136
108,134,0.380018,3,28,126
109,134,0.37321916,0,28,123
110,134,0.34589538,11,37,127
111,134,0.31142604,0,24,101
112,134,0.27703592,25,37,92
113,134,0.23749028,73,77,110
114,134,0.15945688,62,66,80
104,135,0.22601199,87,100,150
105,135,0.27588162,10,29,101
106,135,0.30659768,0,8,95
107,135,0.33901942,18,39,131
108,135,0.36495993,12,36,130
109,135,0.37138852,13,39,132
110,135,0.35368097,16,43,136
111,135,0.32244888,0,18,103
112,135,0.28765675,1,17,84
113,135,0.25528413,52,62,106
114,135,0.19923548,80,84,113
104,136,0.17471273,93,104,133
105,136,0.24306294,48,63,124
106,136,0.27838755,0,19,95
107,136,0.313744,10,28,113
108,136,0.34586298,3,29,121
109,136,0.36156157,6,32,126
110,136,0.35321227,12,40,135
111,136,0.32493874,3,29,121
112,136,0.28962857,6,21,97
113,136,0.2575626,11,24,85
114,136,0.22325294,66,74,117
115,136,0.15205881,72,77,98
105,137,0.20409007,81,93,137
106,137,0.25620183,23,40,104
107,137,0.29106122,0,17,93
108,137,0.32220381,10,32,117
109,137,0.34184685,12,36,128
110,137,0.34312814,6,31,131
111,137,0.32198846,10,33,128
112,137,0.28920168,10,26,111
113,137,0.2568949,12,25,97
114,137,0.22957292,36,48,106
115,137,0.18170665,74,84,119
105,138,0.16240947,89,98,121
106,138,0.23208563,58,73,125
107,138,0.26800734,0,16,84
108,138,0.29625627,10,29,108
109,138,0.31876332,17,38,127
110,138,0.32871392,6,29,127
111,138,0.3187361,18,41,137
112,138,0.29078275,1,24,115
113,138,0.25851694,7,24,107
114,138,0.23181982,1,21,89
115,138,0.2028086,45,60,109
116,138,0.14210868,74,83,103
106,139,0.17520511,85,97,129
107,139,0.23655051,28,44,99
108,139,0.27170357,3,21,93
109,139,0.29587656,12,32,114
110,139,0.30989298,17,38,130
111,139,0.30914354,24,43,140
112,139,0.29047614,3,28,124
113,139,0.26283523,7,28,119
114,139,0.23832075,0,19,95
115,139,0.21623749,25,41,99
116,139,0.17561293,69,81,110
107,140,0.19879939,73,88,126
108,140,0.24788015,7,23,88
109,140,0.2703213,0,17,97
110,140,0.28491226,24,40,130
111,140,0.29275307,17,37,134
112,140,0.28968212,26,48,149
113,140,0.27002695,11,34,131
114,140,0.24782486,10,29,112
115,140,0.22818905,16,33,98
116,140,0.20538631,47,57,99
117,140,0.1466344,71,74,92
107,141,0.15370807,86,94,117
108,141,0.21304297,39,51,106
109,141,0.23904511,1,17,91
110,141,0.258527,17,31,116
111,141,0.2768596,8,24,123
112,141,0.2866397,36,57,160
113,141,0.27760303,10,37,139
114,141,0.26136386,7,29,115
115,141,0.24597901,0,22,92
116,141,0.23024304,21,37,83
117,141,0.18921193,77,85,106
108,142,0.15404886,77,85,125
109,142,0.20610383,25,40,107
110,142,0.24006185,0,16,100
111,142,0.26465487,7,23,122
112,142,0.2811165,17,42,149
113,142,0.2840884,19,47,149
114,142,0.27456087,18,42,132
115,142,0.26119652,3,25,98
116,142,0.24776447,11,26,77
117,142,0.22252382,51,58,89
118,142,0.15177803,57,60,69
109,143,0.17445713,48,58,110
110,143,0.22823192,0,7,82
111,143,0.25504586,18,32,116
112,143,0.27385148,0,24,123
113,143,0.284354,42,65,157
114,143,0.2829109,48,68,149
115,143,0.27161285,25,44,114
116,143,0.2609107,17,32,86
117,143,0.2420054,18,25,67
118,143,0.18882191,49,54,74
109,144,0.14021479,65,69,97
110,144,0.20763054,34,39,89
111,144,0.24175574,10,19,83
112,144,0.2610069,12,25,100
113,144,0.2739404,22,37,110
114,144,0.27999377,63,74,144
115,144,0.27683085,51,63,127
116,144,0.26959896,3,16,76
117,144,0.2514705,28,38,84
118,144,0.21733792,24,31,68
119,144,0.14692433,69,72,89
110,145,0.15772118,67,71,103
111,145,0.21551313,16,22,70
112,145,0.24453935,24,32,89
113,145,0.26018354,10,19,84
114,145,0.26753324,45,55,119
115,145,0.27464172,50,59,123
116,145,0.27350312,59,66,124
117,145,0.2567221,19,28,82
118,145,0.23064415,22,29,74
119,145,0.17764153,38,44,74
111,146,0.17758116,37,43,81
112,146,0.22603202,19,28,83
113,146,0.24455433,11,22,82
114,146,0.25813833,45,55,115
115,146,0.28132415,93,102,160
116,146,0.2844141,109,117,174
117,146,0.26069126,39,45,103
118,146,0.23713176,28,34,82
119,146,0.20666666,22,28,66
120,146,0.1425754,58,63,82
111,147,0.14028543,68,73,97
112,147,0.20185106,16,25,72
113,147,0.22841074,21,33,85
114,147,0.2515624,60,70,125
115,147,0.287294,140,149,203
116,147,0.2935733,124,132,188
117,147,0.26999032,66,76,132
118,147,0.24992259,15,23,79
119,147,0.22893979,32,39,83
120,147,0.18199742,40,47,74
112,148,0.1695963,39,48,82
113,148,0.21620604,8,21,70
114,148,0.23967049,52,64,113
115,148,0.27447325,119,128,179
116,148,0.29440922,123,131,187
117,148,0.28592253,98,106,163
118,148,0.26602986,11,18,79
119,148,0.2475498,19,25,76
120,148,0.22151406,21,26,64
121,148,0.15447715,57,58,73
112,149,0.13592862,57,65,82
113,149,0.19817251,0,18,58
114,149,0.22516507,25,38,84
115,149,0.25552195,49,59,113
116,149,0.2902658,128,136,191
117,149,0.29992378,134,140,196
118,149,0.2797236,58,65,123
119,149,0.26281556,16,21,78
120,149,0.24661207,11,16,62
121,149,0.18606925,59,63,83
113,150,0.1672952,43,55,80
114,150,0.21390696,18,29,71
115,150,0.24434708,10,18,71
116,150,0.27872851,98,104,160
117,150,0.3015286,132,139,193
118,150,0.28994974,89,95,153
119,150,0.2708309,25,31,87
120,150,0.2519625,11,16,65
121,150,0.18941863,59,63,84
113,151,0.13431232,63,71,82
114,151,0.19798054,24,33,67
115,151,0.23425722,8,18,65
116,151,0.26356217,34,42,95
117,151,0.28965473,91,98,153
118,151,0.286797,72,79,136
119,151,0.26802117,18,23,81
120,151,0.2451668,13,18,65
121,151,0.18261583,56,58,80
114,152,0.17435426,49,55,77
115,152,0.22769615,18,26,64
116,152,0.25611478,32,38,83
117,152,0.27653491,25,31,85
118,152,0.27339903,12,17,77
119,152,0.25274128,33,37,87
120,152,0.21981819,31,36,77
121,152,0.15097871,62,64,80
114,153,0.14385027,65,70,79
115,153,0.21274155,19,26,55
116,153,0.24796519,15,21,60
117,153,0.26297405,39,43,88
118,153,0.25394392,31,36,81
119,153,0.22424527,15,17,65
120,153,0.16419229,65,68,94
115,154,0.16108629,59,62,77
116,154,0.21974437,34,36,66
117,154,0.23840988,15,19,56
118,154,0.22024956,32,36,70
119,154,0.16402446,60,60,88
116,155,0.15108581,68,69,83
117,155,0.17448583,50,51,70
118,155,0.14928092,59,60,77
