x,y,z,r,g,b
106,100,0.65560937,23,41,22
107,100,0.65383184,23,41,24
108,100,0.6429316,25,41,28
109,100,0.623084,28,43,30
110,100,0.5977656,30,43,31
111,100,0.5722286,29,44,29
112,100,0.5508051,16,31,12
113,100,0.5334485,22,40,21
114,100,0.5199866,38,53,36
115,100,0.5044779,18,33,16
116,100,0.4832102,36,50,32
117,100,0.46249107,34,49,31
118,100,0.4453158,54,65,49
119,100,0.42912936,47,56,41
120,100,0.4132032,31,45,28
121,100,0.39505997,31,47,29
122,100,0.3757583,33,49,31
123,100,0.35676867,49,69,50
124,100,0.34128585,68,87,69
125,100,0.32524568,64,85,67
126,100,0.30933776,59,85,66
127,100,0.2985023,74,100,82
128,100,0.28649345,96,122,111
129,100,0.22024706,94,119,112
50,101,0.2377606,119,131,134
51,101,0.30760747,50,74,75
52,101,0.33000988,43,74,73
53,101,0.35172135,44,80,78
54,101,0.37412935,67,108,100
55,101,0.39114633,96,139,130
56,101,0.39412832,22,74,63
57,101,0.39639252,10,65,50
58,101,0.4024732,21,73,60
59,101,0.41285807,38,89,75
60,101,0.42649704,25,75,63
61,101,0.44050074,16,65,51
62,101,0.4567857,68,112,99
63,101,0.47591412,82,127,112
64,101,0.49570072,63,112,92
65,101,0.52042365,16,71,50
66,101,0.54398066,25,80,56
67,101,0.5604887,42,95,72
68,101,0.5724766,33,86,64
69,101,0.58276397,28,80,57
70,101,0.594222,28,79,55
71,101,0.6070748,40,90,65
72,101,0.61703676,16,69,42
73,101,0.62021875,51,98,71
74,101,0.6277803,47,94,67
75,101,0.6451895,69,113,84
76,101,0.65762633,31,78,48
77,101,0.6712098,37,81,50
78,101,0.68546265,13,60,28
79,101,0.69165725,47,85,55
80,101,0.6955703,37,72,41
81,101,0.7010853,48,79,47
82,101,0.71057063,59,89,57
83,101,0.72334677,49,80,48
84,101,0.73965824,23,56,22
85,101,0.75687337,23,56,19
86,101,0.7740253,51,82,48
87,101,0.78996575,66,99,65
88,101,0.8016055,41,76,40
89,101,0.81091094,38,74,36
90,101,0.81221604,63,96,59
91,101,0.7988449,70,105,65
92,101,0.7777667,36,74,31
93,101,0.7596028,23,63,18
94,101,0.7444184,48,85,43
95,101,0.7319355,65,100,64
96,101,0.72087944,34,72,37
97,101,0.7140637,13,52,16
98,101,0.7077124,36,71,40
99,101,0.70063764,24,57,25
100,101,0.69182986,28,60,29
101,101,0.6808794,22,53,24
102,101,0.6704592,56,82,57
103,101,0.66349125,55,80,57
104,101,0.66097915,19,43,23
105,101,0.66354924,21,42,22
106,101,0.66565496,21,38,22
107,101,0.66118854,19,37,21
108,101,0.64825696,21,36,23
109,101,0.6274363,23,38,25
110,101,0.6008782,28,41,29
111,101,0.57274103,28,43,28
112,101,0.54772747,12,29,10
113,101,0.5274769,22,40,21
114,101,0.51300645,34,50,32
115,101,0.49936566,30,45,28
116,101,0.48267886,41,54,37
117,101,0.4650836,42,55,38
118,101,0.4476027,50,59,44
119,101,0.42906046,42,52,36
120,101,0.41138932,13,29,10
121,101,0.3938663,56,71,54
122,101,0.37901855,73,87,71
123,101,0.3651012,53,73,54
124,101,0.35077748,48,68,49
125,101,0.33304387,57,79,60
126,101,0.31576172,77,101,82
127,101,0.30314645,96,122,105
128,101,0.28763947,94,120,109
129,101,0.21956521,90,116,108
50,102,0.203938,110,120,124
51,102,0.29063877,49,72,75
52,102,0.32401407,42,71,71
53,102,0.34695363,58,92,90
54,102,0.37286577,74,112,106
55,102,0.39446133,108,147,140
56,102,0.40039197,1,53,40
57,102,0.4014545,30,80,65
58,102,0.40624452,28,77,65
59,102,0.41574723,18,67,51
60,102,0.42879897,56,101,87
61,102,0.44296774,37,81,68
62,102,0.45967442,57,100,87
63,102,0.48141706,81,123,110
64,102,0.50210816,56,105,86
65,102,0.52418005,40,91,71
66,102,0.5464132,54,105,85
67,102,0.56159484,49,99,79
68,102,0.5720378,42,91,70
69,102,0.5817444,40,89,68
70,102,0.59226465,26,75,52
71,102,0.6039501,42,89,65
72,102,0.6139379,28,76,51
73,102,0.61952436,44,90,64
74,102,0.6267947,43,89,63
75,102,0.64025676,0,31,0
76,102,0.6516669,44,87,57
77,102,0.66557884,40,81,52
78,102,0.6804455,45,87,56
79,102,0.6900526,22,63,31
80,102,0.69466126,3,40,4
81,102,0.6968662,28,58,28
82,102,0.7048431,57,84,56
83,102,0.72012734,57,87,55
84,102,0.7403653,43,73,41
85,102,0.763125,28,58,25
86,102,0.78367966,21,52,18
87,102,0.7988859,28,60,24
88,102,0.808546,38,71,34
89,102,0.8149035,41,74,36
90,102,0.81362945,51,84,47
91,102,0.7990079,49,81,44
92,102,0.7790035,30,65,25
93,102,0.7607453,29,64,24
94,102,0.74431217,45,78,41
95,102,0.7313093,56,88,53
96,102,0.71988004,34,68,36
97,102,0.7118098,17,51,18
98,102,0.7038793,16,49,19
99,102,0.6945897,18,50,21
100,102,0.68444806,19,51,22
101,102,0.6747664,29,55,31
102,102,0.66800666,41,67,43
103,102,0.66448104,19,43,23
104,102,0.6653776,28,49,29
105,102,0.66897935,25,45,29
106,102,0.6686325,23,41,24
107,102,0.66036797,18,33,18
108,102,0.64414346,17,30,18
109,102,0.62112314,18,31,19
110,102,0.59335923,23,36,24
111,102,0.5642568,24,40,24
112,102,0.53806037,26,42,24
113,102,0.5182305,30,48,25
114,102,0.5050873,30,47,24
115,102,0.4935734,37,53,31
116,102,0.48040712,34,49,31
117,102,0.46503434,41,54,37
118,102,0.4459898,36,47,30
119,102,0.4249433,33,44,28
120,102,0.40598267,31,45,28
121,102,0.39073816,52,67,50
122,102,0.38090998,49,64,49
123,102,0.37334445,30,50,33
124,102,0.3609935,43,63,47
125,102,0.34206825,66,87,71
126,102,0.320587,74,98,81
127,102,0.30220577,76,101,87
128,102,0.28317943,89,115,107
129,102,0.21521594,88,114,108
51,103,0.25548375,67,91,97
52,103,0.31718034,50,78,80
53,103,0.342783,45,78,76
54,103,0.36734706,10,52,44
55,103,0.38569593,21,64,52
56,103,0.39569277,24,70,55
57,103,0.40222374,13,60,47
58,103,0.40965852,12,59,45
59,103,0.4203598,25,71,56
60,103,0.43669322,44,85,72
61,103,0.45520896,10,54,41
62,103,0.4727,41,80,68
63,103,0.49261394,32,74,60
64,103,0.51052666,22,68,50
65,103,0.5262509,44,90,72
66,103,0.5421578,63,107,89
67,103,0.55378723,26,74,55
68,103,0.5628587,26,72,54
69,103,0.5717793,50,94,74
70,103,0.5812209,26,73,52
71,103,0.5931371,25,69,48
72,103,0.6051441,33,77,53
73,103,0.6157443,28,72,48
74,103,0.6260556,25,70,43
75,103,0.6393727,45,86,60
76,103,0.65361446,24,68,37
77,103,0.6664716,44,86,56
78,103,0.6787445,36,78,48
79,103,0.68933254,21,58,28
80,103,0.6943769,34,66,37
81,103,0.69663215,36,64,34
82,103,0.703914,38,66,37
83,103,0.72046006,34,63,33
84,103,0.7436089,40,70,40
85,103,0.76922673,38,69,36
86,103,0.7916085,28,58,25
87,103,0.80718124,38,69,36
88,103,0.8158792,40,70,37
89,103,0.81945205,37,69,32
90,103,0.8154284,30,63,25
91,103,0.80013245,25,57,19
92,103,0.78112626,36,66,29
93,103,0.7639162,49,79,43
94,103,0.7479877,44,73,37
95,103,0.7356858,24,56,19
96,103,0.7253379,4,38,4
97,103,0.7136742,44,74,47
98,103,0.7023768,4,38,7
99,103,0.69227743,8,38,10
100,103,0.6834835,26,53,29
101,103,0.6768837,33,59,36
102,103,0.67324,4,30,8
103,103,0.6706448,17,41,21
104,103,0.67007524,25,45,29
105,103,0.66979325,25,43,26
106,103,0.66427016,22,37,22
107,103,0.6508987,18,33,18
108,103,0.63061416,18,31,19
109,103,0.60530806,22,34,23
110,103,0.5772364,29,42,30
111,103,0.54958385,33,49,33
112,103,0.52640504,29,44,26
113,103,0.5099274,29,47,24
114,103,0.4983508,18,34,11
115,103,0.48723185,37,53,31
116,103,0.47536832,29,43,25
117,103,0.46089327,43,56,40
118,103,0.43992907,33,44,28
119,103,0.41693673,40,50,33
120,103,0.39839423,41,54,37
121,103,0.38667512,37,52,34
122,103,0.38083017,29,44,29
123,103,0.37674814,30,50,33
124,103,0.36667162,48,67,51
125,103,0.34826276,51,73,56
126,103,0.32329753,54,78,65
127,103,0.29909766,70,95,81
128,103,0.27569464,79,106,97
129,103,0.20847644,80,107,100
51,104,0.23703052,75,100,108
52,104,0.31081662,40,70,75
53,104,0.3373443,33,69,67
54,104,0.35976836,17,57,50
55,104,0.37575063,28,68,57
56,104,0.38820592,11,55,42
57,104,0.3976777,19,64,45
58,104,0.4086533,51,92,75
59,104,0.424669,31,74,56
60,104,0.44746125,18,59,43
61,104,0.47024393,38,78,63
62,104,0.48943183,32,70,57
63,104,0.5043835,29,70,56
64,104,0.51485986,40,80,68
65,104,0.5236891,51,94,80
66,104,0.5327277,51,91,78
67,104,0.5414006,13,58,41
68,104,0.5503233,19,64,45
69,104,0.5584412,45,87,68
70,104,0.567372,31,74,54
71,104,0.58000666,23,66,44
72,104,0.5944286,28,70,47
73,104,0.6094538,12,56,32
74,104,0.6241497,13,57,31
75,104,0.6410642,16,56,30
76,104,0.6588611,101,138,111
77,104,0.6712413,86,122,95
78,104,0.68215525,17,57,28
79,104,0.6929218,21,56,26
80,104,0.699768,28,58,30
81,104,0.7035474,58,85,59
82,104,0.7087487,47,73,48
83,104,0.72270745,32,59,33
84,104,0.74484605,31,58,32
85,104,0.7694539,30,57,29
86,104,0.7912586,32,59,31
87,104,0.80742925,17,48,12
88,104,0.81488675,28,57,24
89,104,0.8156372,29,58,25
90,104,0.80895734,29,58,25
91,104,0.7933308,24,54,18
92,104,0.776057,24,50,16
93,104,0.7610883,23,53,17
94,104,0.74791175,29,54,21
95,104,0.7372973,29,58,25
96,104,0.7272911,23,51,24
97,104,0.71409845,29,55,31
98,104,0.70121515,31,57,33
99,104,0.6926664,28,52,28
100,104,0.68803835,22,45,25
101,104,0.684479,25,49,29
102,104,0.68138057,41,60,42
103,104,0.677783,53,73,54
104,104,0.6722043,17,34,16
105,104,0.6647958,41,57,40
106,104,0.6533414,23,38,23
107,104,0.63547933,34,50,34
108,104,0.6129544,23,36,22
109,104,0.58806163,12,26,11
110,104,0.56224585,54,67,53
111,104,0.5368115,33,49,33
112,104,0.51810205,28,43,25
113,104,0.50542533,49,66,44
114,104,0.49423745,45,60,40
115,104,0.48310772,47,63,41
116,104,0.4713432,36,50,32
117,104,0.45673355,13,29,10
118,104,0.43399003,31,42,25
119,104,0.40974623,49,58,43
120,104,0.39167616,55,68,54
121,104,0.38172674,60,75,60
122,104,0.37720194,45,59,48
123,104,0.37517792,53,72,58
124,104,0.3686996,50,69,55
125,104,0.3527616,37,59,45
126,104,0.3258222,66,89,76
127,104,0.2973375,72,97,84
128,104,0.2700909,55,82,74
129,104,0.20364207,80,107,100
51,105,0.2305163,80,106,116
52,105,0.30295926,42,75,80
53,105,0.32921723,40,74,72
54,105,0.35085475,29,69,60
55,105,0.36662674,42,80,71
56,105,0.37957647,58,97,85
57,105,0.38975185,49,88,72
58,105,0.40467754,55,91,76
59,105,0.42757934,32,70,54
60,105,0.45595685,26,63,47
61,105,0.48226705,32,68,52
62,105,0.50212353,23,55,45
63,105,0.51115906,36,69,58
64,105,0.51343477,34,72,59
65,105,0.51643056,53,92,79
66,105,0.5222756,70,105,93
67,105,0.5291117,33,71,58
68,105,0.53956777,10,50,33
69,105,0.5486077,26,65,49
70,105,0.55825734,22,60,42
71,105,0.5709849,17,56,37
72,105,0.5860198,16,55,34
73,105,0.60231864,23,63,40
74,105,0.61961794,28,65,42
75,105,0.63824254,8,51,24
76,105,0.6538259,55,90,67
77,105,0.6670297,32,69,41
78,105,0.6828947,0,41,10
79,105,0.69746834,17,53,24
80,105,0.70677614,26,57,29
81,105,0.71082443,51,77,52
82,105,0.7131017,33,60,34
83,105,0.7218576,23,51,24
84,105,0.7388543,24,52,25
85,105,0.7600981,23,51,24
86,105,0.78005004,31,58,32
87,105,0.79536587,23,51,22
88,105,0.80173445,33,60,32
89,105,0.80002123,41,70,37
90,105,0.7912089,42,67,36
91,105,0.77526474,31,56,25
92,105,0.7604277,24,50,18
93,105,0.75013244,26,52,18
94,105,0.7429206,31,56,23
95,105,0.73640954,32,57,26
96,105,0.7277559,42,66,41
97,105,0.71677667,45,69,45
98,105,0.70648545,47,70,47
99,105,0.7004192,42,66,42
100,105,0.6979565,38,58,40
101,105,0.6947437,38,58,40
102,105,0.6883043,45,66,47
103,105,0.67871493,54,71,53
104,105,0.66580206,19,37,18
105,105,0.652157,28,45,26
106,105,0.63821924,8,25,6
107,105,0.6195147,33,49,31
108,105,0.59743375,40,52,38
109,105,0.57414407,36,50,32
110,105,0.5520851,66,77,65
111,105,0.5301291,38,52,34
112,105,0.51492524,31,48,25
113,105,0.5042915,40,56,34
114,105,0.4940605,21,37,13
115,105,0.48434934,23,40,17
116,105,0.47364804,33,48,30
117,105,0.45827103,26,41,23
118,105,0.43407676,34,45,29
119,105,0.40752304,32,43,26
120,105,0.38668528,41,53,40
121,105,0.3767298,49,64,49
122,105,0.3748662,38,53,41
123,105,0.3748138,47,66,52
124,105,0.37024328,44,64,51
125,105,0.3550599,32,54,42
126,105,0.32669452,55,79,67
127,105,0.297215,58,84,73
128,105,0.26998228,66,92,86
129,105,0.20319265,80,107,100
51,106,0.22715016,91,120,131
52,106,0.29622722,47,81,89
53,106,0.32063186,44,78,78
54,106,0.3413966,32,72,66
55,106,0.35649008,43,81,72
56,106,0.36857593,59,95,84
57,106,0.37935418,49,85,70
58,106,0.39827478,38,73,57
59,106,0.4277827,25,60,45
60,106,0.45967266,36,68,57
61,106,0.48690885,33,66,55
62,106,0.5049335,23,52,45
63,106,0.50984967,52,79,73
64,106,0.5064793,31,63,55
65,106,0.5053362,43,75,68
66,106,0.5102655,72,102,93
67,106,0.5185762,50,81,72
68,106,0.53189486,22,57,42
69,106,0.54392856,40,74,58
70,106,0.5551485,41,75,57
71,106,0.56815434,28,64,45
72,106,0.5839175,52,86,68
73,106,0.6009807,64,97,76
74,106,0.6177016,49,81,60
75,106,0.6346143,23,59,34
76,106,0.6480614,30,65,41
77,106,0.66154915,21,55,31
78,106,0.6795854,47,80,53
79,106,0.6976924,60,94,68
80,106,0.70927674,28,56,31
81,106,0.71326625,45,73,49
82,106,0.71300757,31,59,34
83,106,0.7166632,30,58,33
84,106,0.72866344,34,64,38
85,106,0.7470922,29,59,31
86,106,0.7662716,36,64,37
87,106,0.7807199,33,60,32
88,106,0.78629774,23,48,19
89,106,0.7830281,41,65,37
90,106,0.77333176,50,73,47
91,106,0.75743896,41,66,34
92,106,0.74533594,41,63,32
93,106,0.7412493,53,74,45
94,106,0.7409326,65,85,56
95,106,0.7386116,67,87,60
96,106,0.73134094,33,54,30
97,106,0.72280204,36,56,33
98,106,0.7159528,36,56,33
99,106,0.7121592,34,55,32
100,106,0.7096498,33,51,29
101,106,0.703401,30,48,25
102,106,0.6902704,30,48,25
103,106,0.6723769,32,49,26
104,106,0.6534001,38,54,32
105,106,0.63607794,37,53,31
106,106,0.621671,22,36,13
107,106,0.6066144,44,57,37
108,106,0.58836424,44,57,41
109,106,0.5678111,33,48,26
110,106,0.5478986,55,66,50
111,106,0.5305835,30,44,23
112,106,0.51938087,26,43,21
113,106,0.5091774,40,57,33
114,106,0.49908635,21,37,13
115,106,0.49145508,22,38,16
116,106,0.4833822,38,52,34
117,106,0.46819836,40,53,36
118,106,0.44289094,42,52,38
119,106,0.41343415,28,38,24
120,106,0.38878998,31,44,32
121,106,0.37670863,40,54,42
122,106,0.37569797,38,52,42
123,106,0.37585592,45,65,52
124,106,0.36995184,45,64,54
125,106,0.35344,36,57,48
126,106,0.32600558,50,74,64
127,106,0.29964575,52,76,67
128,106,0.27506873,77,103,97
129,106,0.20621279,78,103,100
51,107,0.22690082,98,129,140
52,107,0.29304668,47,86,94
53,107,0.31358895,40,80,81
54,107,0.33071366,26,68,64
55,107,0.3423997,31,71,64
56,107,0.35253575,26,65,52
57,107,0.36548105,42,76,60
58,107,0.3892949,30,63,49
59,107,0.4240835,24,53,41
60,107,0.45861194,48,75,67
61,107,0.48430774,47,72,65
62,107,0.49816945,34,60,55
63,107,0.50062996,60,86,80
64,107,0.49592578,28,56,50
65,107,0.49351582,11,44,37
66,107,0.49652195,42,70,60
67,107,0.5080273,34,67,56
68,107,0.5266586,24,53,44
69,107,0.5439383,50,80,68
70,107,0.5590559,49,76,65
71,107,0.57462394,16,49,32
72,107,0.59009796,49,81,64
73,107,0.6052575,55,88,70
74,107,0.6199097,31,66,44
75,107,0.63393486,24,58,37
76,107,0.6445692,25,59,36
77,107,0.6557576,31,66,42
78,107,0.67332965,71,103,77
79,107,0.69123745,64,93,68
80,107,0.7037142,24,56,29
81,107,0.7084608,43,71,47
82,107,0.708517,36,65,40
83,107,0.71227145,45,73,49
84,107,0.7241742,52,79,55
85,107,0.7417386,38,67,42
86,107,0.7607515,40,66,42
87,107,0.77397776,36,64,37
88,107,0.77777314,36,59,34
89,107,0.774528,56,79,53
90,107,0.76603127,64,86,59
91,107,0.7525518,49,72,45
92,107,0.7440596,42,64,36
93,107,0.74328476,50,71,42
94,107,0.74520594,55,76,48
95,107,0.7448046,51,72,45
96,107,0.74057615,28,49,24
97,107,0.73483855,31,49,26
98,107,0.7296409,33,51,29
99,107,0.72556376,36,53,31
100,107,0.7205139,36,53,31
101,107,0.7095276,33,51,29
102,107,0.69046485,29,45,23
103,107,0.66658115,25,42,19
104,107,0.6428474,48,64,42
105,107,0.622562,48,64,41
106,107,0.60791016,41,54,33
107,107,0.5969616,51,65,43
108,107,0.5838103,34,49,28
109,107,0.5680953,16,30,6
110,107,0.55039454,37,48,28
111,107,0.53756875,28,42,19
112,107,0.5296581,10,28,1
113,107,0.5177552,44,63,38
114,107,0.5053692,42,57,36
115,107,0.49839565,37,53,31
116,107,0.49304613,40,53,36
117,107,0.47911432,36,50,32
118,107,0.4528695,43,53,40
119,107,0.42078528,32,43,29
120,107,0.39339164,30,43,31
121,107,0.37852675,36,51,38
122,107,0.37480938,41,54,44
123,107,0.37236363,44,64,51
124,107,0.3633475,45,64,54
125,107,0.34567147,42,64,53
126,107,0.32222313,49,73,63
127,107,0.3020062,51,75,69
128,107,0.28158826,87,113,107
129,107,0.21087135,76,100,97
51,108,0.2285922,94,124,138
52,108,0.2932062,37,82,92
53,108,0.30839476,37,79,84
54,108,0.31813377,29,72,70
55,108,0.32405484,32,72,66
56,108,0.3328765,28,66,55
57,108,0.35013953,60,92,82
58,108,0.37783602,47,77,68
59,108,0.41613325,31,59,51
60,108,0.45296967,48,73,68
61,108,0.4771581,47,70,66
62,108,0.48684633,40,64,60
63,108,0.48709592,50,73,71
64,108,0.48376703,48,73,68
65,108,0.48276764,19,49,42
66,108,0.48688027,38,65,58
67,108,0.50098246,34,64,54
68,108,0.52359855,26,53,45
69,108,0.5464059,52,79,68
70,108,0.5669862,48,73,63
71,108,0.58641493,13,45,29
72,108,0.6021063,13,45,28
73,108,0.61396694,26,56,40
74,108,0.62503046,13,45,25
75,108,0.63370633,33,64,44
76,108,0.64016813,30,63,38
77,108,0.6477178,36,68,44
78,108,0.6620445,55,86,64
79,108,0.6780448,25,57,33
80,108,0.6907515,24,56,32
81,108,0.69778186,41,72,49
82,108,0.70193774,30,63,38
83,108,0.7105713,40,71,48
84,108,0.7263852,47,77,54
85,108,0.74563676,33,66,38
86,108,0.764067,34,64,38
87,108,0.77591175,30,60,32
88,108,0.7785051,26,54,28
89,108,0.77528155,42,69,43
90,108,0.7696564,48,71,47
91,108,0.76148885,36,59,32
92,108,0.75707644,31,53,25
93,108,0.7567517,37,58,31
94,108,0.75755554,38,59,32
95,108,0.7568751,31,53,25
96,108,0.7541541,28,47,22
97,108,0.749358,30,47,23
98,108,0.74337775,31,48,24
99,108,0.7366612,34,51,28
100,108,0.7279902,36,52,29
101,108,0.71365404,32,49,25
102,108,0.6923787,26,41,18
103,108,0.6659287,21,34,11
104,108,0.63834065,38,52,30
105,108,0.6160005,34,50,24
106,108,0.60135424,32,47,24
107,108,0.59170175,40,54,29
108,108,0.5820633,30,42,19
109,108,0.571332,25,37,11
110,108,0.5585913,43,54,32
111,108,0.5482246,38,52,30
112,108,0.53943336,10,28,1
113,108,0.52456367,45,64,40
114,108,0.50894123,41,56,34
115,108,0.5005087,31,48,25
116,108,0.49545905,29,43,25
117,108,0.48227057,24,38,21
118,108,0.45534006,37,48,33
119,108,0.42200145,32,43,29
120,108,0.39302707,32,45,33
121,108,0.37586373,34,49,38
122,108,0.36841205,43,56,49
123,108,0.3620421,40,57,49
124,108,0.3505217,41,58,53
125,108,0.3343521,47,68,60
126,108,0.317487,47,70,64
127,108,0.30411315,52,76,72
128,108,0.287506,88,113,110
129,108,0.2162047,76,99,96
51,109,0.22731955,85,115,127
52,109,0.29254594,28,77,89
53,109,0.30394027,38,82,89
54,109,0.30635983,40,81,82
55,109,0.30721375,44,82,76
56,109,0.31568685,41,77,68
57,109,0.33736992,73,102,93
58,109,0.3683014,52,79,71
59,109,0.40786248,30,56,49
60,109,0.4448189,33,57,53
61,109,0.46789563,36,56,53
62,109,0.4755553,42,63,60
63,109,0.4755027,40,59,58
64,109,0.47472358,47,70,66
65,109,0.4762016,30,56,51
66,109,0.4834784,47,72,67
67,109,0.5004497,38,65,58
68,109,0.52569646,25,52,44
69,109,0.552175,42,68,59
70,109,0.5766515,43,69,57
71,109,0.5975281,34,60,50
72,109,0.61269367,21,49,33
73,109,0.6208296,30,59,43
74,109,0.6258682,25,55,36
75,109,0.6296829,36,66,47
76,109,0.6344238,17,50,25
77,109,0.63988864,25,57,33
78,109,0.65074044,36,68,44
79,109,0.6640647,30,63,38
80,109,0.67589986,36,70,47
81,109,0.6858856,49,81,58
82,109,0.69579244,29,60,37
83,109,0.71188116,25,57,33
84,109,0.73275256,32,65,41
85,109,0.7537851,28,59,36
86,109,0.77034724,36,65,40
87,109,0.7808399,32,60,36
88,109,0.7849599,23,51,24
89,109,0.78338987,24,52,25
90,109,0.78133416,24,49,23
91,109,0.7787106,22,47,21
92,109,0.776821,29,51,23
93,109,0.77551556,37,58,31
94,109,0.77390784,38,59,32
95,109,0.7707104,37,55,29
96,109,0.76606,31,48,24
97,109,0.7597584,31,48,24
98,109,0.75173134,32,49,25
99,109,0.74200356,33,50,26
100,109,0.73017657,32,49,25
101,109,0.71462196,29,45,22
102,109,0.69450927,23,37,13
103,109,0.6696773,18,33,6
104,109,0.64281607,36,51,25
105,109,0.62061834,23,38,11
106,109,0.60459065,18,33,6
107,109,0.5924592,23,38,11
108,109,0.5828663,32,44,19
109,109,0.5762931,48,58,32
110,109,0.5693032,52,64,40
111,109,0.55952203,34,50,24
112,109,0.54614806,34,51,28
113,109,0.5273871,47,65,41
114,109,0.5081692,24,41,18
115,109,0.49606085,17,33,10
116,109,0.4878324,25,40,22
117,109,0.473706,26,41,23
118,109,0.4475169,38,49,34
119,109,0.4153593,33,44,30
120,109,0.38681176,42,54,44
121,109,0.36881804,41,54,44
122,109,0.35903162,52,66,57
123,109,0.34912097,42,59,51
124,109,0.33771953,44,63,56
125,109,0.32719594,55,76,70
126,109,0.31792372,51,74,70
127,109,0.3094269,57,81,76
128,109,0.29411605,81,107,103
129,109,0.22240853,81,105,101
51,110,0.19465338,78,106,117
52,110,0.27538556,26,79,93
53,110,0.29737875,40,86,93
54,110,0.29932156,38,82,82
55,110,0.30012822,36,76,72
56,110,0.3083993,41,75,70
57,110,0.33009276,53,82,76
58,110,0.36184528,32,60,52
59,110,0.39934176,28,54,47
60,110,0.433866,29,50,47
61,110,0.45585358,28,45,45
62,110,0.463665,44,60,63
63,110,0.46601513,34,52,52
64,110,0.4683115,25,47,43
65,110,0.47278604,19,44,40
66,110,0.48359463,32,56,52
67,110,0.50529027,21,45,41
68,110,0.5338027,13,40,32
69,110,0.5620427,25,50,43
70,110,0.5872968,25,51,40
71,110,0.6065971,36,63,51
72,110,0.6182976,32,59,45
73,110,0.6222236,34,63,47
74,110,0.62171197,32,60,42
75,110,0.62122315,32,60,42
76,110,0.6243066,6,37,17
77,110,0.6303913,22,51,31
78,110,0.6415039,16,49,24
79,110,0.65284806,43,74,51
80,110,0.66417545,48,80,59
81,110,0.67700934,59,94,73
82,110,0.6917601,33,68,44
83,110,0.7148648,19,54,30
84,110,0.73992467,24,58,34
85,110,0.7606953,26,60,37
86,110,0.77509165,36,68,41
87,110,0.78569233,26,58,31
88,110,0.79273367,72,98,75
89,110,0.7925756,49,76,52
90,110,0.7929479,28,55,29
91,110,0.79322076,22,50,23
92,110,0.7917216,26,51,25
93,110,0.7890715,26,51,25
94,110,0.78515345,24,45,21
95,110,0.7790291,24,43,18
96,110,0.7711579,42,57,32
97,110,0.76210976,45,59,34
98,110,0.75143874,47,60,36
99,110,0.73901594,47,60,36
100,110,0.72499543,44,58,33
101,110,0.70903313,42,56,31
102,110,0.6907153,38,53,28
103,110,0.6700013,37,52,24
104,110,0.6479985,36,51,23
105,110,0.62735236,28,43,13
106,110,0.60938174,30,42,13
107,110,0.5940517,24,36,7
108,110,0.58381796,30,42,13
109,110,0.5803065,54,67,37
110,110,0.57714695,52,64,37
111,110,0.5677921,26,42,12
112,110,0.54996276,44,59,34
113,110,0.5258219,47,65,41
114,110,0.5018669,21,37,12
115,110,0.48444462,22,38,16
116,110,0.47226402,36,50,32
117,110,0.45730647,32,47,29
118,110,0.4333667,41,51,37
119,110,0.40484154,38,49,34
120,110,0.37940708,49,60,51
121,110,0.36213946,44,57,48
122,110,0.35101393,60,74,67
123,110,0.33911815,48,66,56
124,110,0.3306296,50,68,63
125,110,0.32779408,65,84,80
126,110,0.32484984,53,76,72
127,110,0.3183697,58,82,77
128,110,0.30169353,72,97,94
129,110,0.22862771,89,111,109
52,111,0.23937374,29,85,100
53,111,0.2897024,40,88,96
54,111,0.2981948,25,73,75
55,111,0.30343518,11,56,54
56,111,0.311888,37,76,70
57,111,0.3306105,33,67,58
58,111,0.35854626,13,48,37
59,111,0.38941014,34,64,54
60,111,0.41873094,32,58,53
61,111,0.43933162,21,48,42
62,111,0.4490388,40,64,60
63,111,0.4554917,24,49,44
64,111,0.46129897,40,64,58
65,111,0.47028756,36,59,55
66,111,0.48640192,38,63,57
67,111,0.5119701,25,50,43
68,111,0.54193234,31,55,49
69,111,0.5704163,38,64,52
70,111,0.59464365,26,52,41
71,111,0.6119573,41,66,52
72,111,0.6202192,33,58,45
73,111,0.6205178,34,59,45
74,111,0.61685234,48,73,55
75,111,0.61273867,57,82,66
76,111,0.612339,43,69,51
77,111,0.6186078,52,77,59
78,111,0.6307784,13,42,21
79,111,0.6425934,45,73,52
80,111,0.65566313,48,76,57
81,111,0.6719776,66,93,75
82,111,0.69124687,41,72,49
83,111,0.7181249,23,55,31
84,111,0.74485564,25,57,33
85,111,0.76431113,29,60,37
86,111,0.77659816,32,60,36
87,111,0.7868716,13,44,18
88,111,0.7951396,89,113,91
89,111,0.79749316,53,78,55
90,111,0.8008888,21,49,22
91,111,0.8016888,22,47,21
92,111,0.79831487,31,55,30
93,111,0.79280883,32,56,31
94,111,0.7859335,33,54,30
95,111,0.7780142,37,55,31
96,111,0.76857823,28,44,18
97,111,0.7563363,30,47,21
98,111,0.74161756,34,50,24
99,111,0.7256391,33,50,24
100,111,0.70959044,34,50,24
101,111,0.69352925,32,49,23
102,111,0.677248,36,51,23
103,111,0.6609925,37,54,25
104,111,0.6444374,24,40,10
105,111,0.6269432,32,48,19
106,111,0.6092421,47,60,33
107,111,0.59196925,30,45,17
108,111,0.581542,24,40,10
109,111,0.5798839,49,64,33
110,111,0.57816356,49,64,36
111,111,0.56787854,32,48,19
